job_title,Industry,experience_level,Age,employment_type,work_year, salary_in_usd ,company_location,company_size
ML Engineer,IT,Senior-level,51,Full-time,2023," $2,70,000.00 ",United States,Medium
Research Scientist,IT,Mid-level,32,Full-time,2023," $2,70,000.00 ",United States,Large
Head of Data,IT,Executive-level,26,Full-time,2023," $2,70,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,39,Full-time,2023," $2,70,000.00 ",United States,Medium
Data Science Manager,IT,Mid-level,23,Full-time,2023," $2,70,000.00 ",United States,Medium
ML Engineer,IT,Mid-level,46,Contract,2021," $2,70,000.00 ",United States,Large
Head of Data,IT,Executive-level,42,Full-time,2023," $2,69,600.00 ",United States,Medium
Head of Data,IT,Executive-level,58,Full-time,2023," $2,69,600.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,55,Full-time,2023," $2,69,500.00 ",United States,Medium
Data Engineer,IT,Senior-level,32,Full-time,2024," $2,69,100.00 ",United States,Medium
Data Engineer,IT,Senior-level,33,Full-time,2023," $2,69,100.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,48,Full-time,2023," $2,69,000.00 ",Canada,Medium
Data Scientist,IT,Senior-level,53,Full-time,2023," $2,68,000.00 ",United States,Medium
Data Engineer,IT,Executive-level,38,Full-time,2023," $2,68,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,49,Full-time,2023," $2,68,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,32,Full-time,2024," $2,67,900.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,21,Full-time,2023," $2,67,720.00 ",United States,Medium
ML Engineer,IT,Senior-level,50,Full-time,2023," $2,67,720.00 ",United States,Medium
Data Scientist,IT,Senior-level,50,Full-time,2023," $2,67,100.00 ",United States,Medium
Analytics Engineer,IT,Senior-level,52,Full-time,2023," $2,67,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,23,Full-time,2023," $2,66,875.00 ",United States,Medium
Data Engineer,IT,Senior-level,61,Full-time,2023," $2,66,875.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,48,Full-time,2023," $2,66,500.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,60,Full-time,2023," $2,66,500.00 ",Canada,Medium
Research Engineer,IT,Senior-level,64,Full-time,2023," $2,66,450.00 ",United States,Medium
Data Science Engineer,IT,Senior-level,34,Full-time,2023," $2,66,450.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,61,Full-time,2023," $2,66,400.00 ",United States,Medium
Data Architect,IT,Senior-level,23,Full-time,2022," $2,66,400.00 ",United States,Medium
AI Architect,IT,Senior-level,41,Full-time,2024," $2,66,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,31,Full-time,2023," $2,66,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,61,Full-time,2023," $2,66,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,30,Full-time,2023," $2,66,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,27,Full-time,2023," $2,65,800.00 ",United States,Medium
Data Engineer,IT,Executive-level,62,Full-time,2023," $2,65,800.00 ",United States,Medium
Data Scientist,IT,Senior-level,60,Full-time,2023," $2,65,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,62,Full-time,2023," $2,65,000.00 ",United States,Medium
Data Engineer,IT,Executive-level,39,Full-time,2023," $2,65,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,43,Full-time,2023," $2,65,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,25,Full-time,2023," $2,64,846.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,51,Full-time,2023," $2,64,400.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,44,Full-time,2024," $2,63,500.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,64,Full-time,2023," $2,63,500.00 ",United States,Medium
Data Architect,IT,Senior-level,32,Full-time,2023," $2,63,100.00 ",United States,Medium
Applied Scientist,IT,Senior-level,41,Full-time,2023," $2,62,500.00 ",United States,Large
ML Engineer,IT,Senior-level,26,Full-time,2023," $2,62,269.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,53,Full-time,2023," $2,62,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,38,Full-time,2023," $2,62,000.00 ",United States,Medium
Research Engineer,IT,Senior-level,25,Full-time,2023," $2,61,500.00 ",United States,Large
Machine Learning Engineer,IT,Senior-level,23,Full-time,2023," $2,61,500.00 ",United States,Large
Data Science,IT,Senior-level,51,Full-time,2024," $2,61,050.00 ",United States,Medium
Data Scientist,IT,Mid-level,65,Full-time,2023," $2,60,600.00 ",United States,Medium
Data Science Manager,IT,Executive-level,61,Full-time,2022," $2,60,500.00 ",United States,Medium
Managing Director Data Science,IT,Executive-level,60,Full-time,2024," $2,60,000.00 ",United States,Large
Data Engineer,IT,Senior-level,64,Full-time,2024," $2,60,000.00 ",United States,Medium
Applied Scientist,IT,Senior-level,65,Full-time,2024," $2,60,000.00 ",United States,Large
Research Scientist,IT,Senior-level,39,Full-time,2023," $2,60,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,26,Full-time,2023," $2,60,000.00 ",United States,Medium
Applied Scientist,IT,Senior-level,65,Full-time,2023," $2,60,000.00 ",United States,Large
Applied Scientist,IT,Mid-level,26,Full-time,2023," $2,60,000.00 ",United States,Large
Machine Learning Engineer,IT,Senior-level,49,Full-time,2023," $2,60,000.00 ",United States,Medium
Machine Learning Engineer,IT,Mid-level,62,Full-time,2023," $2,60,000.00 ",United States,Medium
Machine Learning Infrastructure Engineer,IT,Senior-level,21,Full-time,2023," $2,60,000.00 ",United States,Medium
AI Developer,IT,Senior-level,61,Full-time,2023," $2,60,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,24,Full-time,2023," $2,60,000.00 ",United States,Medium
Analytics Engineer,IT,Senior-level,60,Full-time,2023," $2,60,000.00 ",United States,Medium
ML Engineer,IT,Senior-level,36,Full-time,2023," $2,60,000.00 ",United States,Medium
Director of Data Science,IT,Executive-level,28,Full-time,2023," $2,60,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,58,Full-time,2023," $2,60,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,48,Full-time,2023," $2,60,000.00 ",United States,Medium
ML Engineer,IT,Senior-level,45,Full-time,2023," $2,60,000.00 ",Canada,Medium
ML Engineer,IT,Mid-level,23,Full-time,2023," $2,60,000.00 ",Australia,Medium
Data Engineer,IT,Mid-level,52,Full-time,2022," $2,60,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,50,Full-time,2022," $2,60,000.00 ",United States,Medium
Data Engineer,IT,Executive-level,40,Full-time,2022," $2,60,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,39,Full-time,2022," $2,60,000.00 ",United States,Medium
Machine Learning Scientist,IT,Senior-level,29,Full-time,2020," $2,60,000.00 ",Japan,Small
Business Intelligence Specialist,IT,Senior-level,33,Full-time,2023," $2,59,900.00 ",United States,Medium
Data Engineer,IT,Senior-level,54,Full-time,2023," $2,59,000.00 ",United States,Medium
Business Intelligence Engineer,IT,Senior-level,23,Full-time,2023," $2,59,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,39,Full-time,2023," $2,59,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,45,Full-time,2023," $2,58,900.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,62,Full-time,2023," $2,58,800.00 ",United States,Medium
Applied Scientist,IT,Senior-level,21,Full-time,2023," $2,58,800.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,64,Full-time,2023," $2,58,800.00 ",United Kingdom,Medium
Data Engineer,IT,Senior-level,60,Full-time,2023," $2,58,750.00 ",United States,Medium
Data Scientist,IT,Executive-level,33,Full-time,2023," $2,58,750.00 ",United States,Medium
Data Science,IT,Senior-level,52,Full-time,2024," $2,58,720.00 ",United States,Medium
Data Modeler,IT,Senior-level,28,Full-time,2023," $2,58,700.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,64,Full-time,2023," $2,58,700.00 ",United States,Medium
Data Scientist,IT,Senior-level,28,Full-time,2023," $2,58,700.00 ",United States,Medium
Machine Learning Engineer,IT,Mid-level,61,Full-time,2023," $2,58,700.00 ",United States,Medium
Head of Data,IT,Senior-level,22,Full-time,2023," $2,58,500.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,60,Full-time,2023," $2,58,384.00 ",United States,Medium
Research Scientist,IT,Senior-level,47,Full-time,2024," $2,58,100.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,30,Full-time,2024," $2,58,100.00 ",United States,Medium
Data Scientist,IT,Senior-level,52,Full-time,2023," $2,58,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,64,Full-time,2023," $2,58,000.00 ",United States,Medium
AWS Data Architect,IT,Mid-level,39,Full-time,2023," $2,58,000.00 ",United States,Large
Data Scientist,IT,Senior-level,19,Full-time,2023," $2,58,000.00 ",Canada,Medium
Applied Scientist,IT,Senior-level,25,Full-time,2023," $2,57,400.00 ",United States,Medium
Research Engineer,IT,Mid-level,29,Full-time,2023," $2,57,400.00 ",United States,Medium
Data Engineer,IT,Executive-level,24,Full-time,2023," $2,57,400.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,51,Full-time,2024," $2,57,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,23,Full-time,2023," $2,57,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,59,Full-time,2023," $2,57,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,59,Full-time,2023," $2,57,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,25,Full-time,2023," $2,56,000.00 ",United States,Medium
ML Engineer,IT,Senior-level,58,Full-time,2021," $2,56,000.00 ",United States,Small
Data Engineer,IT,Senior-level,56,Full-time,2024," $2,55,800.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,25,Full-time,2023," $2,55,800.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,32,Full-time,2023," $2,55,360.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,54,Full-time,2023," $2,55,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,46,Full-time,2023," $2,55,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,40,Full-time,2023," $2,55,000.00 ",United States,Medium
Data Science Manager,IT,Senior-level,43,Full-time,2023," $2,55,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,55,Full-time,2022," $2,55,000.00 ",Mexico,Medium
Data Scientist,IT,Senior-level,19,Full-time,2023," $2,54,900.00 ",United States,Medium
Data Analytics Manager,IT,Senior-level,54,Full-time,2023," $2,54,500.00 ",United States,Large
Data Engineer,IT,Senior-level,60,Full-time,2023," $2,54,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,20,Full-time,2023," $2,54,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,48,Full-time,2023," $2,54,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,41,Full-time,2023," $2,54,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,59,Full-time,2023," $2,53,792.00 ",United States,Medium
Research Scientist,IT,Senior-level,32,Full-time,2023," $2,53,750.00 ",Spain,Medium
Data Scientist,IT,Senior-level,55,Full-time,2023," $2,53,430.00 ",United States,Medium
Data Engineer,IT,Senior-level,37,Full-time,2023," $2,53,200.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,20,Full-time,2024," $2,53,000.00 ",United States,Medium
Data Scientist,IT,Mid-level,19,Full-time,2023," $2,53,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,38,Full-time,2023," $2,53,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,55,Full-time,2023," $2,53,000.00 ",United States,Medium
Applied Scientist,IT,Senior-level,55,Full-time,2023," $2,53,000.00 ",United States,Medium
Research Engineer,IT,Senior-level,42,Full-time,2023," $2,53,000.00 ",United States,Medium
Research Scientist,IT,Mid-level,63,Full-time,2023," $2,52,990.00 ",United States,Medium
Research Scientist,IT,Entry-level,35,Full-time,2023," $2,52,990.00 ",United States,Medium
Applied Scientist,IT,Senior-level,39,Full-time,2023," $2,52,990.00 ",United States,Medium
Machine Learning Scientist,IT,Senior-level,32,Full-time,2024," $2,52,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,51,Full-time,2023," $2,52,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,52,Full-time,2023," $2,52,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,24,Full-time,2023," $2,52,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,43,Full-time,2023," $2,51,250.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,46,Full-time,2023," $2,50,944.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,19,Full-time,2024," $2,50,900.00 ",United States,Medium
Applied Scientist,IT,Senior-level,30,Full-time,2023," $2,50,900.00 ",United States,Medium
Data Scientist,IT,Senior-level,32,Full-time,2023," $2,50,830.00 ",United States,Medium
Research Scientist,IT,Entry-level,32,Full-time,2023," $2,50,800.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,61,Full-time,2023," $2,50,500.00 ",United States,Medium
Data Architect,IT,Senior-level,26,Full-time,2023," $2,50,500.00 ",United States,Medium
Director of Data Science,IT,Executive-level,56,Full-time,2023," $2,50,300.00 ",United States,Medium
Research Analyst,IT,Entry-level,28,Full-time,2024," $2,50,000.00 ",United States,Medium
Data Scientist,IT,Mid-level,34,Full-time,2024," $2,50,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,45,Full-time,2024," $2,50,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,25,Full-time,2023," $2,50,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,51,Full-time,2023," $2,50,000.00 ",United States,Medium
Research Engineer,IT,Entry-level,56,Full-time,2023," $2,50,000.00 ",United States,Medium
Applied Scientist,IT,Senior-level,58,Full-time,2023," $2,50,000.00 ",United States,Medium
Machine Learning Infrastructure Engineer,IT,Senior-level,25,Full-time,2023," $2,50,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,23,Full-time,2023," $2,50,000.00 ",United States,Medium
Analytics Engineer,IT,Executive-level,39,Full-time,2023," $2,50,000.00 ",United States,Medium
Machine Learning Scientist,IT,Senior-level,48,Full-time,2023," $2,50,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,63,Full-time,2023," $2,50,000.00 ",United States,Medium
Data Lead,IT,Executive-level,47,Full-time,2023," $2,50,000.00 ",United States,Medium
Data Strategy Manager,IT,Senior-level,56,Full-time,2023," $2,50,000.00 ",United States,Medium
Data Engineer,IT,Executive-level,53,Full-time,2023," $2,50,000.00 ",United States,Medium
Data Scientist,IT,Mid-level,36,Full-time,2023," $2,50,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,56,Full-time,2023," $2,50,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,45,Full-time,2023," $2,50,000.00 ",United States,Medium
Research Engineer,IT,Senior-level,18,Full-time,2023," $2,50,000.00 ",United States,Medium
Applied Scientist,IT,Mid-level,42,Full-time,2023," $2,50,000.00 ",United States,Medium
Research Engineer,IT,Senior-level,28,Full-time,2023," $2,50,000.00 ",United States,Medium
Research Scientist,IT,Senior-level,50,Full-time,2023," $2,50,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,51,Full-time,2023," $2,50,000.00 ",United States,Medium
Data Scientist,IT,Executive-level,36,Full-time,2023," $2,50,000.00 ",United States,Medium
Data Engineer,IT,Executive-level,27,Full-time,2023," $2,50,000.00 ",United States,Medium
Machine Learning Engineer,IT,Mid-level,30,Full-time,2023," $2,50,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,45,Full-time,2023," $2,50,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,59,Full-time,2023," $2,50,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,42,Full-time,2022," $2,50,000.00 ",United States,Medium
Research Engineer,IT,Senior-level,65,Full-time,2022," $2,50,000.00 ",United States,Medium
ETL Developer,IT,Senior-level,56,Full-time,2022," $2,50,000.00 ",United States,Medium
Analytics Engineer,IT,Senior-level,55,Full-time,2022," $2,50,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,40,Full-time,2022," $2,50,000.00 ",United States,Medium
ETL Developer,IT,Senior-level,51,Full-time,2022," $2,50,000.00 ",United States,Medium
Data Architect,IT,Senior-level,46,Full-time,2022," $2,50,000.00 ",United States,Medium
Cloud Data Architect,IT,Senior-level,48,Full-time,2021," $2,50,000.00 ",United States,Large
Director of Data Science,IT,Executive-level,18,Full-time,2021," $2,50,000.00 ",United States,Large
Machine Learning Engineer,IT,Entry-level,56,Full-time,2020," $2,50,000.00 ",United States,Large
Data Scientist,IT,Executive-level,55,Full-time,2023," $2,49,600.00 ",United States,Medium
