job_title,Industry,experience_level,Age,employment_type,work_year, salary_in_usd ,company_location,company_size
Machine Learning Engineer,IT,Entry-level,36,Full-time,2021," $1,25,000.00 ",United States,Small
Lead Data Engineer,IT,Senior-level,48,Full-time,2020," $1,25,000.00 ",New Zealand,Small
Data Engineer,IT,Senior-level,64,Full-time,2023," $1,24,935.00 ",United States,Medium
Data Engineer,IT,Senior-level,18,Full-time,2023," $1,24,935.00 ",South Africa,Medium
Data Engineer,IT,Senior-level,55,Full-time,2023," $1,24,740.00 ",United States,Medium
Data Scientist,IT,Senior-level,24,Full-time,2023," $1,24,600.00 ",United States,Medium
Data Engineer,IT,Senior-level,55,Full-time,2023," $1,24,500.00 ",United States,Medium
Business Intelligence Analyst,IT,Senior-level,44,Full-time,2023," $1,24,400.00 ",United States,Medium
ETL Developer,IT,Senior-level,63,Full-time,2022," $1,24,270.00 ",United States,Medium
Data Scientist,IT,Entry-level,18,Full-time,2023," $1,24,234.00 ",United States,Medium
Data Scientist,IT,Entry-level,27,Full-time,2022," $1,24,234.00 ",United States,Medium
Data Scientist,IT,Senior-level,39,Full-time,2023," $1,24,233.00 ",New Zealand,Medium
Data Engineer,IT,Senior-level,56,Full-time,2023," $1,24,230.00 ",United States,Medium
Data Analyst,IT,Senior-level,19,Full-time,2022," $1,24,190.00 ",United States,Medium
Deep Learning Researcher,IT,Senior-level,29,Full-time,2023," $1,24,163.00 ",Germany,Large
Research Scientist,IT,Mid-level,45,Full-time,2023," $1,24,100.00 ",United States,Large
Research Scientist,IT,Senior-level,24,Full-time,2023," $1,24,100.00 ",United States,Large
Business Intelligence Engineer,IT,Senior-level,30,Full-time,2023," $1,24,100.00 ",United States,Large
Analytics Engineer,IT,Senior-level,63,Full-time,2024," $1,24,000.00 ",United States,Medium
Data Analyst,IT,Entry-level,31,Full-time,2024," $1,24,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,38,Full-time,2023," $1,24,000.00 ",United States,Medium
AI Developer,IT,Senior-level,51,Full-time,2023," $1,24,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,55,Full-time,2023," $1,24,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,35,Full-time,2023," $1,24,000.00 ",United States,Medium
MLOps Engineer,IT,Mid-level,27,Full-time,2023," $1,24,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,40,Full-time,2023," $1,24,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,36,Full-time,2023," $1,24,000.00 ",Canada,Medium
MLOps Engineer,IT,Mid-level,46,Full-time,2022," $1,24,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,32,Full-time,2022," $1,24,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,54,Full-time,2023," $1,23,906.00 ",United States,Medium
Data Analyst,IT,Senior-level,20,Full-time,2023," $1,23,900.00 ",United States,Medium
Data Scientist,IT,Senior-level,38,Full-time,2023," $1,23,900.00 ",United States,Medium
Data Scientist,IT,Mid-level,27,Full-time,2023," $1,23,800.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,20,Full-time,2023," $1,23,800.00 ",United States,Medium
Analytics Engineer,IT,Senior-level,47,Full-time,2023," $1,23,750.00 ",United States,Medium
Data Scientist,IT,Mid-level,43,Full-time,2023," $1,23,740.00 ",United States,Medium
Data Engineer,IT,Senior-level,59,Full-time,2023," $1,23,700.00 ",United States,Large
Data Analyst,IT,Senior-level,43,Full-time,2022," $1,23,648.00 ",United States,Medium
Data Engineer,IT,Senior-level,28,Full-time,2023," $1,23,600.00 ",United States,Medium
Data Engineer,IT,Mid-level,20,Full-time,2023," $1,23,500.00 ",United States,Medium
Data Engineer,IT,Executive-level,60,Full-time,2023," $1,23,471.00 ",United Kingdom,Medium
Data Analyst,IT,Senior-level,48,Full-time,2023," $1,23,400.00 ",United States,Medium
Data Scientist,IT,Senior-level,56,Full-time,2022," $1,23,400.00 ",United States,Medium
Data Analyst,IT,Senior-level,19,Full-time,2023," $1,23,040.00 ",United Kingdom,Medium
Data Scientist,IT,Senior-level,25,Full-time,2023," $1,23,040.00 ",United Kingdom,Medium
Data Scientist,IT,Mid-level,24,Full-time,2023," $1,23,040.00 ",United Kingdom,Medium
Data Scientist,IT,Senior-level,25,Full-time,2023," $1,23,040.00 ",United Kingdom,Medium
Decision Scientist,IT,Senior-level,42,Full-time,2023," $1,23,040.00 ",United Kingdom,Medium
Data Analytics Lead,IT,Mid-level,39,Full-time,2023," $1,23,040.00 ",United Kingdom,Medium
Data Engineer,IT,Mid-level,48,Full-time,2023," $1,23,040.00 ",United Kingdom,Medium
Machine Learning Engineer,IT,Mid-level,42,Full-time,2023," $1,23,040.00 ",United Kingdom,Medium
Data Engineer,IT,Mid-level,58,Full-time,2024," $1,23,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,60,Full-time,2024," $1,23,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,45,Full-time,2023," $1,23,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,51,Full-time,2023," $1,23,000.00 ",United States,Medium
Data Management Specialist,IT,Senior-level,49,Full-time,2023," $1,23,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,45,Full-time,2023," $1,23,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,24,Full-time,2023," $1,23,000.00 ",United States,Medium
Data Operations Analyst,IT,Senior-level,41,Full-time,2022," $1,23,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,42,Full-time,2022," $1,23,000.00 ",United States,Medium
Data Architect,IT,Senior-level,53,Full-time,2023," $1,22,900.00 ",United States,Large
Data Scientist,IT,Senior-level,30,Full-time,2023," $1,22,900.00 ",United States,Large
Data Analyst,IT,Senior-level,46,Full-time,2023," $1,22,720.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,30,Full-time,2023," $1,22,700.00 ",United States,Medium
Data Scientist,IT,Senior-level,53,Full-time,2023," $1,22,700.00 ",United States,Medium
Data Scientist,IT,Entry-level,59,Full-time,2023," $1,22,638.00 ",Switzerland,Large
Data Science Practitioner,IT,Senior-level,37,Full-time,2023," $1,22,600.00 ",United States,Medium
Data Engineer,IT,Senior-level,24,Full-time,2022," $1,22,600.00 ",United States,Medium
Data Scientist,IT,Senior-level,63,Full-time,2022," $1,22,600.00 ",United States,Medium
Data Analyst,IT,Senior-level,28,Full-time,2024," $1,22,500.00 ",United States,Medium
Data Analyst,IT,Senior-level,51,Full-time,2023," $1,22,500.00 ",United States,Medium
Analytics Engineer,IT,Mid-level,39,Full-time,2022," $1,22,500.00 ",United States,Medium
Data Scientist,IT,Senior-level,32,Full-time,2022," $1,22,500.00 ",United States,Medium
Analytics Engineer,IT,Senior-level,47,Full-time,2022," $1,22,500.00 ",United States,Medium
Data Engineer,IT,Senior-level,42,Full-time,2023," $1,22,445.00 ",United States,Medium
Data Engineer,IT,Senior-level,40,Full-time,2023," $1,22,400.00 ",United States,Medium
Data Scientist,IT,Mid-level,38,Full-time,2023," $1,22,200.00 ",United States,Medium
Data Analyst,IT,Senior-level,34,Full-time,2023," $1,22,000.00 ",United States,Medium
Data Science Consultant,IT,Senior-level,38,Full-time,2023," $1,22,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,56,Full-time,2023," $1,22,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,33,Full-time,2023," $1,22,000.00 ",United States,Medium
Data Scientist,IT,Mid-level,22,Full-time,2023," $1,22,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,27,Full-time,2023," $1,22,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,34,Full-time,2023," $1,22,000.00 ",Canada,Medium
Data Science Consultant,IT,Senior-level,30,Full-time,2022," $1,22,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,43,Full-time,2023," $1,21,904.00 ",United States,Medium
Data Engineer,IT,Senior-level,52,Full-time,2023," $1,21,809.00 ",United Kingdom,Medium
Machine Learning Engineer,IT,Senior-level,45,Full-time,2023," $1,21,788.00 ",Lithuania,Medium
Data Engineer,IT,Senior-level,23,Full-time,2023," $1,21,700.00 ",United States,Medium
Data Analyst,IT,Senior-level,40,Full-time,2023," $1,21,700.00 ",United States,Medium
Data Analyst,IT,Senior-level,42,Full-time,2023," $1,21,600.00 ",United States,Medium
Data Scientist,IT,Senior-level,58,Full-time,2023," $1,21,550.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,54,Full-time,2023," $1,21,500.00 ",United States,Medium
Data Analyst,IT,Mid-level,39,Full-time,2023," $1,21,500.00 ",United States,Medium
Data Engineer,IT,Senior-level,64,Full-time,2023," $1,21,500.00 ",United States,Medium
Data Quality Engineer,IT,Senior-level,58,Full-time,2023," $1,21,400.00 ",United States,Medium
Data Engineer,IT,Senior-level,46,Full-time,2023," $1,21,400.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,52,Full-time,2023," $1,21,200.00 ",United States,Medium
ML Engineer,IT,Senior-level,20,Full-time,2023," $1,21,200.00 ",Germany,Medium
Data Engineer,IT,Senior-level,58,Full-time,2023," $1,21,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,18,Full-time,2023," $1,21,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,57,Full-time,2023," $1,21,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,26,Full-time,2023," $1,21,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,61,Full-time,2023," $1,21,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,18,Full-time,2023," $1,21,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,26,Full-time,2023," $1,20,750.00 ",United States,Medium
Data Developer,IT,Mid-level,65,Full-time,2023," $1,20,681.00 ",United States,Medium
Data Scientist,IT,Mid-level,59,Full-time,2023," $1,20,681.00 ",United States,Medium
Data Analyst,IT,Senior-level,58,Full-time,2022," $1,20,600.00 ",United States,Medium
Data Analyst,IT,Senior-level,53,Full-time,2023," $1,20,500.00 ",United States,Medium
Data Engineer,IT,Senior-level,63,Full-time,2023," $1,20,500.00 ",United States,Medium
Data Engineer,IT,Senior-level,18,Full-time,2023," $1,20,500.00 ",United Kingdom,Medium
Data Scientist,IT,Mid-level,29,Full-time,2022," $1,20,402.00 ",Switzerland,Large
Data Analyst,IT,Senior-level,50,Full-time,2023," $1,20,350.00 ",United States,Medium
Data Analyst,IT,Senior-level,40,Full-time,2023," $1,20,350.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,29,Full-time,2023," $1,20,250.00 ",United States,Medium
Data Analyst,IT,Senior-level,55,Full-time,2023," $1,20,250.00 ",United States,Medium
Data Scientist,IT,Senior-level,38,Full-time,2023," $1,20,250.00 ",United Kingdom,Medium
Machine Learning Engineer,IT,Senior-level,35,Full-time,2023," $1,20,160.00 ",United States,Medium
Data Scientist,IT,Senior-level,57,Full-time,2023," $1,20,160.00 ",United States,Medium
Data Scientist,IT,Senior-level,62,Full-time,2022," $1,20,160.00 ",United States,Medium
Data Scientist,IT,Senior-level,42,Full-time,2023," $1,20,096.00 ",United States,Medium
BI Developer,IT,Mid-level,62,Full-time,2024," $1,20,000.00 ",United States,Medium
Data Science Manager,IT,Senior-level,54,Full-time,2024," $1,20,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,63,Full-time,2024," $1,20,000.00 ",United States,Medium
Data Analyst,IT,Entry-level,53,Full-time,2024," $1,20,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,48,Full-time,2024," $1,20,000.00 ",United States,Medium
Data Scientist,IT,Mid-level,35,Full-time,2024," $1,20,000.00 ",United States,Medium
Research Analyst,IT,Entry-level,45,Full-time,2024," $1,20,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,61,Full-time,2024," $1,20,000.00 ",Canada,Medium
Data Engineer,IT,Senior-level,39,Full-time,2023," $1,20,000.00 ",United States,Medium
Business Intelligence Developer,IT,Senior-level,50,Full-time,2023," $1,20,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,63,Full-time,2023," $1,20,000.00 ",United States,Medium
Data Scientist,IT,Mid-level,42,Full-time,2023," $1,20,000.00 ",United States,Medium
Business Intelligence Manager,IT,Mid-level,52,Full-time,2023," $1,20,000.00 ",United States,Medium
Business Intelligence Analyst,IT,Mid-level,62,Full-time,2023," $1,20,000.00 ",United States,Medium
Data Management Analyst,IT,Entry-level,47,Full-time,2023," $1,20,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,60,Full-time,2023," $1,20,000.00 ",United States,Medium
Data Science Manager,IT,Senior-level,51,Full-time,2023," $1,20,000.00 ",United States,Medium
Analytics Engineer,IT,Mid-level,33,Full-time,2023," $1,20,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,43,Full-time,2023," $1,20,000.00 ",United States,Medium
Data Scientist,IT,Executive-level,63,Full-time,2023," $1,20,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,22,Full-time,2023," $1,20,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,62,Full-time,2023," $1,20,000.00 ",United States,Medium
Data Product Manager,IT,Senior-level,23,Full-time,2023," $1,20,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,33,Full-time,2023," $1,20,000.00 ",United States,Medium
Data Engineer,IT,Entry-level,44,Full-time,2023," $1,20,000.00 ",United States,Medium
AI Engineer,IT,Mid-level,32,Full-time,2023," $1,20,000.00 ",United States,Medium
Data Analytics Manager,IT,Mid-level,39,Full-time,2023," $1,20,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,62,Full-time,2023," $1,20,000.00 ",United States,Medium
Research Scientist,IT,Senior-level,29,Full-time,2023," $1,20,000.00 ",United States,Medium
Business Intelligence Engineer,IT,Senior-level,30,Full-time,2023," $1,20,000.00 ",United States,Medium
Machine Learning Engineer,IT,Mid-level,59,Full-time,2023," $1,20,000.00 ",United States,Small
Analytics Engineer,IT,Senior-level,38,Full-time,2023," $1,20,000.00 ",United States,Medium
Data Architect,IT,Senior-level,23,Full-time,2023," $1,20,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,32,Full-time,2023," $1,20,000.00 ",United States,Medium
Research Scientist,IT,Senior-level,21,Full-time,2023," $1,20,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,40,Full-time,2023," $1,20,000.00 ",United States,Medium
ML Engineer,IT,Mid-level,63,Full-time,2023," $1,20,000.00 ",United States,Medium
Analytics Engineer,IT,Senior-level,44,Full-time,2023," $1,20,000.00 ",United States,Medium
Research Scientist,IT,Entry-level,33,Full-time,2023," $1,20,000.00 ",United States,Medium
Machine Learning Scientist,IT,Senior-level,24,Full-time,2023," $1,20,000.00 ",United States,Medium
Data Manager,IT,Mid-level,43,Full-time,2023," $1,20,000.00 ",United States,Medium
Data Scientist,IT,Mid-level,23,Full-time,2023," $1,20,000.00 ",United States,Medium
Data Analytics Manager,IT,Senior-level,47,Full-time,2023," $1,20,000.00 ",United States,Medium
Research Engineer,IT,Entry-level,20,Full-time,2023," $1,20,000.00 ",United States,Medium
Data Scientist,IT,Entry-level,24,Full-time,2023," $1,20,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,63,Full-time,2023," $1,20,000.00 ",United States,Medium
Data Science Manager,IT,Senior-level,39,Full-time,2023," $1,20,000.00 ",United States,Medium
Data Manager,IT,Senior-level,39,Full-time,2023," $1,20,000.00 ",United States,Medium
Research Engineer,IT,Mid-level,54,Full-time,2023," $1,20,000.00 ",United States,Medium
Deep Learning Engineer,IT,Entry-level,23,Full-time,2023," $1,20,000.00 ",United States,Medium
AI Product Manager,IT,Senior-level,21,Full-time,2023," $1,20,000.00 ",India,Large
Data Analyst,IT,Senior-level,19,Full-time,2023," $1,20,000.00 ",United Kingdom,Medium
Autonomous Vehicle Technician,IT,Mid-level,64,Full-time,2023," $1,20,000.00 ",United Kingdom,Medium
Research Engineer,IT,Entry-level,34,Full-time,2023," $1,20,000.00 ",United Kingdom,Medium
AI Programmer,IT,Senior-level,28,Full-time,2023," $1,20,000.00 ",France,Medium
AI Scientist,IT,Mid-level,42,Full-time,2023," $1,20,000.00 ",Germany,Medium
Data Engineer,IT,Senior-level,46,Full-time,2023," $1,20,000.00 ",Canada,Medium
Data Analyst,IT,Senior-level,28,Full-time,2023," $1,20,000.00 ",Canada,Medium
Data Scientist,IT,Senior-level,18,Full-time,2023," $1,20,000.00 ",Canada,Medium
Data Scientist,IT,Senior-level,24,Full-time,2023," $1,20,000.00 ",Canada,Medium
AI Developer,IT,Entry-level,62,Full-time,2023," $1,20,000.00 ",Bosnia and Herzegovina,Small
Data Engineer,IT,Senior-level,51,Full-time,2022," $1,20,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,29,Full-time,2022," $1,20,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,59,Full-time,2022," $1,20,000.00 ",United States,Medium
Data Science Manager,IT,Senior-level,62,Full-time,2022," $1,20,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,24,Full-time,2022," $1,20,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,24,Full-time,2022," $1,20,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,28,Full-time,2022," $1,20,000.00 ",United States,Medium
BI Developer,IT,Senior-level,58,Full-time,2022," $1,20,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,45,Full-time,2022," $1,20,000.00 ",United States,Medium
Data Scientist,IT,Mid-level,60,Full-time,2022," $1,20,000.00 ",United States,Medium
Data Scientist,IT,Mid-level,35,Full-time,2022," $1,20,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,25,Full-time,2022," $1,20,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,20,Full-time,2022," $1,20,000.00 ",United States,Small
Analytics Engineer,IT,Senior-level,48,Full-time,2022," $1,20,000.00 ",United States,Medium
AI Scientist,IT,Mid-level,28,Full-time,2022," $1,20,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,45,Full-time,2022," $1,20,000.00 ",United States,Large
Machine Learning Engineer,IT,Senior-level,31,Full-time,2022," $1,20,000.00 ",United States,Medium
Machine Learning Engineer,IT,Mid-level,23,Full-time,2022," $1,20,000.00 ",United States,Small
Research Scientist,IT,Entry-level,34,Full-time,2022," $1,20,000.00 ",United States,Large
Data Engineer,IT,Entry-level,60,Full-time,2022," $1,20,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,39,Full-time,2022," $1,20,000.00 ",United Arab Emirates,Small
Machine Learning Scientist,IT,Senior-level,47,Full-time,2021," $1,20,000.00 ",United States,Small
Data Analytics Manager,IT,Senior-level,33,Full-time,2021," $1,20,000.00 ",United States,Medium
Data Analytics Manager,IT,Senior-level,18,Full-time,2021," $1,20,000.00 ",United States,Large
Data Scientist,IT,Senior-level,48,Full-time,2020," $1,20,000.00 ",United States,Large
Data Analyst,IT,Senior-level,25,Full-time,2023," $1,19,800.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,18,Full-time,2023," $1,19,700.00 ",United States,Medium
Data Engineer,IT,Senior-level,39,Full-time,2023," $1,19,700.00 ",United States,Medium
Data Analyst,IT,Senior-level,32,Full-time,2023," $1,19,636.00 ",United States,Medium
Data Strategist,IT,Senior-level,57,Full-time,2023," $1,19,636.00 ",United States,Medium
Data Analyst,IT,Senior-level,40,Full-time,2023," $1,19,610.00 ",United States,Medium
Research Scientist,IT,Senior-level,40,Full-time,2023," $1,19,600.00 ",United States,Medium
Data Analyst,IT,Senior-level,18,Full-time,2023," $1,19,500.00 ",United States,Medium
Data Scientist,IT,Senior-level,36,Full-time,2022," $1,19,300.00 ",United States,Large
Machine Learning Engineer,IT,Senior-level,26,Full-time,2023," $1,19,250.00 ",United States,Medium
Data Scientist,IT,Senior-level,27,Full-time,2023," $1,19,213.00 ",United States,Medium
Data Scientist,IT,Senior-level,35,Full-time,2023," $1,19,213.00 ",Canada,Medium
Data Analyst,IT,Senior-level,56,Full-time,2023," $1,19,200.00 ",United States,Medium
Data Scientist,IT,Mid-level,19,Full-time,2023," $1,19,200.00 ",United States,Medium
Data Scientist,IT,Entry-level,36,Full-time,2023," $1,19,200.00 ",United States,Medium
Data Scientist,IT,Entry-level,60,Full-time,2023," $1,19,200.00 ",United States,Medium
Analytics Engineer,IT,Entry-level,41,Full-time,2023," $1,19,200.00 ",United States,Medium
Data Scientist,IT,Mid-level,57,Full-time,2021," $1,19,059.00 ",Israel,Medium
Data Analyst,IT,Mid-level,43,Full-time,2023," $1,19,000.00 ",United States,Medium
Business Intelligence Analyst,IT,Mid-level,55,Full-time,2023," $1,19,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,34,Full-time,2023," $1,19,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,29,Full-time,2023," $1,19,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,46,Full-time,2023," $1,19,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,45,Full-time,2023," $1,19,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,45,Full-time,2022," $1,19,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,51,Full-time,2022," $1,19,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,56,Full-time,2022," $1,19,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,34,Full-time,2023," $1,18,900.00 ",United States,Medium
Research Scientist,IT,Mid-level,60,Full-time,2023," $1,18,800.00 ",United States,Medium
BI Analyst,IT,Senior-level,34,Full-time,2023," $1,18,800.00 ",United States,Medium
Data Analyst,IT,Entry-level,18,Full-time,2023," $1,18,750.00 ",United States,Medium
Data Scientist,IT,Senior-level,46,Full-time,2023," $1,18,720.00 ",United States,Medium
Research Engineer,IT,Mid-level,21,Full-time,2024," $1,18,600.00 ",United States,Medium
Data Analyst,IT,Senior-level,33,Full-time,2023," $1,18,600.00 ",United States,Medium
Data Engineer,IT,Senior-level,44,Full-time,2023," $1,18,575.00 ",United States,Medium
Data Scientist,IT,Senior-level,21,Full-time,2023," $1,18,575.00 ",Canada,Medium
Consultant Data Engineer,IT,Senior-level,65,Contract,2023," $1,18,539.00 ",Canada,Large
Applied Scientist,IT,Senior-level,57,Full-time,2023," $1,18,500.00 ",United States,Medium
Director of Data Science,IT,Executive-level,45,Full-time,2023," $1,18,440.00 ",United States,Medium
Research Scientist,IT,Senior-level,50,Full-time,2023," $1,18,400.00 ",United States,Medium
Data Engineer,IT,Senior-level,27,Full-time,2024," $1,18,300.00 ",United States,Medium
Data Scientist,IT,Mid-level,40,Full-time,2022," $1,18,208.00 ",United Kingdom,Medium
Business Intelligence Engineer,IT,Senior-level,41,Full-time,2023," $1,18,200.00 ",United States,Medium
Machine Learning Infrastructure Engineer,IT,Senior-level,56,Full-time,2023," $1,18,118.00 ",United Kingdom,Medium
Business Intelligence Analyst,IT,Senior-level,54,Full-time,2023," $1,18,100.00 ",United States,Medium
Business Intelligence Analyst,IT,Mid-level,42,Full-time,2023," $1,18,100.00 ",United States,Medium
Data Scientist,IT,Senior-level,53,Full-time,2023," $1,18,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,62,Full-time,2023," $1,18,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,21,Full-time,2023," $1,18,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,18,Full-time,2023," $1,18,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,48,Full-time,2022," $1,18,000.00 ",United States,Medium
Data Scientist,IT,Mid-level,31,Full-time,2020," $1,18,000.00 ",United States,Medium
Business Intelligence Developer,IT,Mid-level,19,Full-time,2024," $1,17,750.00 ",United States,Medium
Data Analyst,IT,Senior-level,49,Full-time,2024," $1,17,725.00 ",United States,Medium
Analytics Engineer,IT,Senior-level,24,Full-time,2023," $1,17,700.00 ",United Kingdom,Medium
Business Intelligence Developer,IT,Executive-level,59,Full-time,2024," $1,17,500.00 ",United States,Medium
Data Analyst,IT,Senior-level,38,Full-time,2023," $1,17,500.00 ",United States,Medium
Data Scientist,IT,Senior-level,33,Full-time,2024," $1,17,400.00 ",United States,Medium
Data Engineer,IT,Mid-level,52,Full-time,2023," $1,17,300.00 ",United States,Medium
Machine Learning Manager,IT,Senior-level,42,Full-time,2020," $1,17,104.00 ",Canada,Large
Analytics Engineer,IT,Senior-level,45,Full-time,2023," $1,17,100.00 ",United States,Medium
Data Analyst,IT,Senior-level,55,Full-time,2024," $1,17,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,44,Full-time,2023," $1,17,000.00 ",United States,Medium
Data Architect,IT,Senior-level,65,Full-time,2023," $1,17,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,26,Full-time,2023," $1,17,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,26,Full-time,2023," $1,17,000.00 ",United States,Medium
Data Scientist,IT,Mid-level,18,Full-time,2023," $1,17,000.00 ",United States,Medium
Data Architect,IT,Senior-level,18,Full-time,2023," $1,17,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,58,Full-time,2022," $1,17,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,54,Full-time,2022," $1,17,000.00 ",United States,Medium
Analytics Engineer,IT,Senior-level,43,Full-time,2023," $1,16,990.00 ",United States,Medium
Data Scientist,IT,Mid-level,43,Full-time,2023," $1,16,990.00 ",United States,Medium
Machine Learning Engineer,IT,Mid-level,28,Full-time,2022," $1,16,976.00 ",United Kingdom,Medium
Data Analyst,IT,Senior-level,26,Full-time,2023," $1,16,960.00 ",United States,Medium
Data Scientist,IT,Mid-level,53,Full-time,2021," $1,16,914.00 ",United Kingdom,Large
Data Engineer,IT,Mid-level,54,Full-time,2023," $1,16,888.00 ",United Kingdom,Large
Data Analyst,IT,Senior-level,34,Full-time,2024," $1,16,800.00 ",United States,Medium
Machine Learning Engineer,IT,Mid-level,23,Full-time,2023," $1,16,800.00 ",United States,Medium
Analytics Engineer,IT,Senior-level,63,Full-time,2023," $1,16,710.00 ",United States,Medium
Data Engineer,IT,Executive-level,51,Full-time,2023," $1,16,704.00 ",United States,Medium
Data Analyst,IT,Senior-level,20,Full-time,2023," $1,16,700.00 ",United States,Medium
Data Analyst,IT,Mid-level,51,Full-time,2023," $1,16,700.00 ",United States,Medium
Analytics Engineer,IT,Mid-level,31,Full-time,2024," $1,16,550.00 ",United States,Medium
Data Engineer,IT,Senior-level,29,Full-time,2023," $1,16,500.00 ",United States,Medium
Data Engineer,IT,Mid-level,38,Full-time,2023," $1,16,500.00 ",United States,Medium
Analytics Engineer,IT,Mid-level,39,Full-time,2023," $1,16,480.00 ",United States,Medium
Data Engineer,IT,Senior-level,20,Full-time,2023," $1,16,455.00 ",United States,Medium
Analytics Engineer,IT,Senior-level,21,Full-time,2023," $1,16,450.00 ",United States,Medium
Business Intelligence Engineer,IT,Senior-level,61,Full-time,2023," $1,16,300.00 ",United States,Medium
Data Scientist,IT,Senior-level,48,Full-time,2023," $1,16,300.00 ",United States,Medium
Analytics Engineer,IT,Senior-level,22,Full-time,2022," $1,16,250.00 ",United States,Medium
Data Engineer,IT,Senior-level,54,Full-time,2022," $1,16,250.00 ",United States,Medium
Data Analytics Manager,IT,Mid-level,64,Full-time,2023," $1,16,200.00 ",United States,Medium
Data Analyst,IT,Senior-level,26,Full-time,2022," $1,16,150.00 ",United States,Medium
Data Engineer,IT,Executive-level,49,Full-time,2022," $1,16,100.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,35,Full-time,2022," $1,16,100.00 ",Canada,Medium
Data Analyst,IT,Entry-level,25,Full-time,2024," $1,16,013.00 ",United States,Medium
Data Engineer,IT,Senior-level,34,Full-time,2024," $1,16,000.00 ",United States,Medium
Data Science Consultant,IT,Senior-level,19,Full-time,2023," $1,16,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,38,Full-time,2023," $1,16,000.00 ",United States,Medium
